Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,OrganizationalEntity,ProjectNumber,TaskNumber,dec_id_0,ActivityNumber,TotalDeclared,RequestedAmount_0,Overspent,travel permit number,DeclarationNumber_0,id,RequestedBudget,BudgetNumber,OverspentAmount,id,org:role,dec_id_5,dec_id_6,dec_id_3,dec_id_4,dec_id_1,dec_id_2,DeclarationNumber_10,RequestedAmount_16,RequestedAmount_14,RequestedAmount_15,dec_id_9,RequestedAmount_12,DeclarationNumber_14,DeclarationNumber_13,RequestedAmount_13,dec_id_7,RequestedAmount_10,DeclarationNumber_12,dec_id_8,DeclarationNumber_11,RequestedAmount_11,DeclarationNumber_16,DeclarationNumber_15,DeclarationNumber_8,DeclarationNumber_9,DeclarationNumber_4,DeclarationNumber_5,DeclarationNumber_6,DeclarationNumber_7,RequestedAmount_4,DeclarationNumber_1,RequestedAmount_3,DeclarationNumber_2,RequestedAmount_2,RequestedAmount_1,DeclarationNumber_3,RequestedAmount_8,RequestedAmount_7,RequestedAmount_6,RequestedAmount_5,RequestedAmount_9,dec_id_16,dec_id_13,dec_id_12,dec_id_15,dec_id_14,dec_id_11,dec_id_10,Activity_1,Activity_0,RfpNumber_0,OrganizationalEntity_0,Rfp_id_0,RfpNumber_1,OrganizationalEntity_1,Cost Type_1,Cost Type_0,Task_1,Task_0,Project_0,Rfp_id_1,Project_1,Activity_3,Activity_2,Cost Type_3,Cost Type_2,RfpNumber_2,RfpNumber_3,OrganizationalEntity_2,OrganizationalEntity_3,Project_2,Project_3,Rfp_id_3,Rfp_id_2,Task_3,Task_2,Rfp_id_10,Rfp_id_11,Rfp_id_12,Rfp_id_13,Rfp_id_14,Project_11,Project_12,Project_10,Project_13,Project_14,Cost Type_7,Cost Type_6,Cost Type_9,Cost Type_8,Cost Type_5,Cost Type_4,OrganizationalEntity_8,OrganizationalEntity_9,Task_10,OrganizationalEntity_6,Task_11,OrganizationalEntity_7,Task_12,Task_13,Task_14,RfpNumber_10,RfpNumber_12,RfpNumber_11,OrganizationalEntity_4,Project_6,RfpNumber_14,OrganizationalEntity_5,Project_7,RfpNumber_13,Project_8,Project_9,Project_4,Project_5,Activity_12,Activity_11,Activity_14,Activity_13,Activity_10,OrganizationalEntity_14,OrganizationalEntity_13,RfpNumber_8,RfpNumber_9,RfpNumber_6,RfpNumber_7,RfpNumber_4,RfpNumber_5,OrganizationalEntity_12,OrganizationalEntity_11,OrganizationalEntity_10,Rfp_id_7,Rfp_id_8,Rfp_id_5,Rfp_id_6,Rfp_id_4,Rfp_id_9,Activity_9,Activity_8,Activity_5,Activity_4,Activity_7,Activity_6,Cost Type_13,Cost Type_14,Cost Type_10,Cost Type_11,Cost Type_12,Task_5,Task_4,Task_9,Task_8,Task_7,Task_6
travel permit 77890,Permit APPROVED by PRE_APPROVER,STAFF MEMBER,07:01.0,Variant 6,6,organizational unit 65455,UNKNOWN,UNKNOWN,declaration 77892,activity 900,1714.814473,"2,707",TRUE,travel permit number 77891,declaration number 77893,travel permit 77890,1767.032685,budget 899,321.1713846,st_step 77895_0,PRE_APPROVER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 77890,Permit FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,18:49.0,Variant 6,6,organizational unit 65455,UNKNOWN,UNKNOWN,declaration 77892,activity 900,1714.814473,"2,707",TRUE,travel permit number 77891,declaration number 77893,travel permit 77890,1767.032685,budget 899,321.1713846,st_step 77896_0,SUPERVISOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 77890,Start trip,STAFF MEMBER,00:00.0,Variant 6,6,organizational unit 65455,UNKNOWN,UNKNOWN,declaration 77892,activity 900,1714.814473,"2,707",TRUE,travel permit number 77891,declaration number 77893,travel permit 77890,1767.032685,budget 899,321.1713846,rv_travel permit 77890_6,EMPLOYEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 77890,End trip,STAFF MEMBER,00:00.0,Variant 6,6,organizational unit 65455,UNKNOWN,UNKNOWN,declaration 77892,activity 900,1714.814473,"2,707",TRUE,travel permit number 77891,declaration number 77893,travel permit 77890,1767.032685,budget 899,321.1713846,rv_travel permit 77890_7,EMPLOYEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 77890,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,13:45.0,Variant 6,6,organizational unit 65455,UNKNOWN,UNKNOWN,declaration 77892,activity 900,1714.814473,"2,707",TRUE,travel permit number 77891,declaration number 77893,travel permit 77890,1767.032685,budget 899,321.1713846,st_step 77899_0,EMPLOYEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 77890,Declaration APPROVED by PRE_APPROVER,STAFF MEMBER,13:54.0,Variant 6,6,organizational unit 65455,UNKNOWN,UNKNOWN,declaration 77892,activity 900,1714.814473,"2,707",TRUE,travel permit number 77891,declaration number 77893,travel permit 77890,1767.032685,budget 899,321.1713846,st_step 77897_0,PRE_APPROVER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 77890,Declaration FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,39:28.0,Variant 6,6,organizational unit 65455,UNKNOWN,UNKNOWN,declaration 77892,activity 900,1714.814473,"2,707",TRUE,travel permit number 77891,declaration number 77893,travel permit 77890,1767.032685,budget 899,321.1713846,st_step 77898_0,SUPERVISOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 77890,Request Payment,SYSTEM,49:53.0,Variant 6,6,organizational unit 65455,UNKNOWN,UNKNOWN,declaration 77892,activity 900,1714.814473,"2,707",TRUE,travel permit number 77891,declaration number 77893,travel permit 77890,1767.032685,budget 899,321.1713846,fd_declaration 77892_17,UNDEFINED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 77890,Payment Handled,SYSTEM,31:07.0,Variant 6,6,organizational unit 65455,UNKNOWN,UNKNOWN,declaration 77892,activity 900,1714.814473,"2,707",TRUE,travel permit number 77891,declaration number 77893,travel permit 77890,1767.032685,budget 899,321.1713846,fd_declaration 77892_18,UNDEFINED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 72918,Permit SUBMITTED by EMPLOYEE,STAFF MEMBER,59:44.0,Variant 4,4,organizational unit 65455,project 72920,task 427,declaration 72921,UNKNOWN,95.58015676,73,FALSE,travel permit number 72919,declaration number 72922,travel permit 72918,385.9730208,budget 3136,-362.6808688,st_step 72923_0,EMPLOYEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 72918,Permit FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,02:57.0,Variant 4,4,organizational unit 65455,project 72920,task 427,declaration 72921,UNKNOWN,95.58015676,73,FALSE,travel permit number 72919,declaration number 72922,travel permit 72918,385.9730208,budget 3136,-362.6808688,st_step 72924_0,SUPERVISOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 72918,Start trip,STAFF MEMBER,00:00.0,Variant 4,4,organizational unit 65455,project 72920,task 427,declaration 72921,UNKNOWN,95.58015676,73,FALSE,travel permit number 72919,declaration number 72922,travel permit 72918,385.9730208,budget 3136,-362.6808688,rv_travel permit 72918_6,EMPLOYEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 72918,End trip,STAFF MEMBER,00:00.0,Variant 4,4,organizational unit 65455,project 72920,task 427,declaration 72921,UNKNOWN,95.58015676,73,FALSE,travel permit number 72919,declaration number 72922,travel permit 72918,385.9730208,budget 3136,-362.6808688,rv_travel permit 72918_7,EMPLOYEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 72918,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,43:50.0,Variant 4,4,organizational unit 65455,project 72920,task 427,declaration 72921,UNKNOWN,95.58015676,73,FALSE,travel permit number 72919,declaration number 72922,travel permit 72918,385.9730208,budget 3136,-362.6808688,st_step 72925_0,EMPLOYEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 72918,Declaration FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,47:08.0,Variant 4,4,organizational unit 65455,project 72920,task 427,declaration 72921,UNKNOWN,95.58015676,73,FALSE,travel permit number 72919,declaration number 72922,travel permit 72918,385.9730208,budget 3136,-362.6808688,st_step 72926_0,SUPERVISOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 72918,Request Payment,SYSTEM,58:14.0,Variant 4,4,organizational unit 65455,project 72920,task 427,declaration 72921,UNKNOWN,95.58015676,73,FALSE,travel permit number 72919,declaration number 72922,travel permit 72918,385.9730208,budget 3136,-362.6808688,fd_declaration 72921_17,UNDEFINED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 72918,Payment Handled,SYSTEM,31:02.0,Variant 4,4,organizational unit 65455,project 72920,task 427,declaration 72921,UNKNOWN,95.58015676,73,FALSE,travel permit number 72919,declaration number 72922,travel permit 72918,385.9730208,budget 3136,-362.6808688,fd_declaration 72921_18,UNDEFINED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 73826,Permit SUBMITTED by EMPLOYEE,STAFF MEMBER,37:05.0,Variant 4,4,organizational unit 65455,project 26988,task 427,declaration 73828,UNKNOWN,435.5294909,398,FALSE,travel permit number 73827,declaration number 73829,travel permit 73826,462.466401,budget 3136,-439.9066718,st_step 73831_0,EMPLOYEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 73826,Permit FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,37:08.0,Variant 4,4,organizational unit 65455,project 26988,task 427,declaration 73828,UNKNOWN,435.5294909,398,FALSE,travel permit number 73827,declaration number 73829,travel permit 73826,462.466401,budget 3136,-439.9066718,st_step 73830_0,SUPERVISOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 73826,Start trip,STAFF MEMBER,00:00.0,Variant 4,4,organizational unit 65455,project 26988,task 427,declaration 73828,UNKNOWN,435.5294909,398,FALSE,travel permit number 73827,declaration number 73829,travel permit 73826,462.466401,budget 3136,-439.9066718,rv_travel permit 73826_6,EMPLOYEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 73826,End trip,STAFF MEMBER,00:00.0,Variant 4,4,organizational unit 65455,project 26988,task 427,declaration 73828,UNKNOWN,435.5294909,398,FALSE,travel permit number 73827,declaration number 73829,travel permit 73826,462.466401,budget 3136,-439.9066718,rv_travel permit 73826_7,EMPLOYEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 73826,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,22:26.0,Variant 4,4,organizational unit 65455,project 26988,task 427,declaration 73828,UNKNOWN,435.5294909,398,FALSE,travel permit number 73827,declaration number 73829,travel permit 73826,462.466401,budget 3136,-439.9066718,st_step 73833_0,EMPLOYEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 73826,Declaration FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,22:36.0,Variant 4,4,organizational unit 65455,project 26988,task 427,declaration 73828,UNKNOWN,435.5294909,398,FALSE,travel permit number 73827,declaration number 73829,travel permit 73826,462.466401,budget 3136,-439.9066718,st_step 73832_0,SUPERVISOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 73826,Request Payment,SYSTEM,32:24.0,Variant 4,4,organizational unit 65455,project 26988,task 427,declaration 73828,UNKNOWN,435.5294909,398,FALSE,travel permit number 73827,declaration number 73829,travel permit 73826,462.466401,budget 3136,-439.9066718,fd_declaration 73828_17,UNDEFINED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 73826,Payment Handled,SYSTEM,30:48.0,Variant 4,4,organizational unit 65455,project 26988,task 427,declaration 73828,UNKNOWN,435.5294909,398,FALSE,travel permit number 73827,declaration number 73829,travel permit 73826,462.466401,budget 3136,-439.9066718,fd_declaration 73828_18,UNDEFINED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 72927,Permit SUBMITTED by EMPLOYEE,STAFF MEMBER,09:06.0,Variant 4,4,organizational unit 65455,UNKNOWN,UNKNOWN,declaration 72929,UNKNOWN,103.3608368,90,FALSE,travel permit number 72928,declaration number 72930,travel permit 72927,404.0910238,budget 529,-266.4331159,st_step 72931_0,EMPLOYEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 72927,Permit FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,09:11.0,Variant 4,4,organizational unit 65455,UNKNOWN,UNKNOWN,declaration 72929,UNKNOWN,103.3608368,90,FALSE,travel permit number 72928,declaration number 72930,travel permit 72927,404.0910238,budget 529,-266.4331159,st_step 72932_0,SUPERVISOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 72927,Start trip,STAFF MEMBER,00:00.0,Variant 4,4,organizational unit 65455,UNKNOWN,UNKNOWN,declaration 72929,UNKNOWN,103.3608368,90,FALSE,travel permit number 72928,declaration number 72930,travel permit 72927,404.0910238,budget 529,-266.4331159,rv_travel permit 72927_6,EMPLOYEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 72927,End trip,STAFF MEMBER,00:00.0,Variant 4,4,organizational unit 65455,UNKNOWN,UNKNOWN,declaration 72929,UNKNOWN,103.3608368,90,FALSE,travel permit number 72928,declaration number 72930,travel permit 72927,404.0910238,budget 529,-266.4331159,rv_travel permit 72927_7,EMPLOYEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 72927,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,07:06.0,Variant 4,4,organizational unit 65455,UNKNOWN,UNKNOWN,declaration 72929,UNKNOWN,103.3608368,90,FALSE,travel permit number 72928,declaration number 72930,travel permit 72927,404.0910238,budget 529,-266.4331159,st_step 72934_0,EMPLOYEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 72927,Declaration FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,07:11.0,Variant 4,4,organizational unit 65455,UNKNOWN,UNKNOWN,declaration 72929,UNKNOWN,103.3608368,90,FALSE,travel permit number 72928,declaration number 72930,travel permit 72927,404.0910238,budget 529,-266.4331159,st_step 72933_0,SUPERVISOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 72927,Request Payment,SYSTEM,47:24.0,Variant 4,4,organizational unit 65455,UNKNOWN,UNKNOWN,declaration 72929,UNKNOWN,103.3608368,90,FALSE,travel permit number 72928,declaration number 72930,travel permit 72927,404.0910238,budget 529,-266.4331159,fd_declaration 72929_17,UNDEFINED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 72927,Payment Handled,SYSTEM,31:07.0,Variant 4,4,organizational unit 65455,UNKNOWN,UNKNOWN,declaration 72929,UNKNOWN,103.3608368,90,FALSE,travel permit number 72928,declaration number 72930,travel permit 72927,404.0910238,budget 529,-266.4331159,fd_declaration 72929_18,UNDEFINED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 76273,Permit SUBMITTED by EMPLOYEE,STAFF MEMBER,13:15.0,Variant 4,4,organizational unit 65458,UNKNOWN,UNKNOWN,declaration 76275,UNKNOWN,1277.083991,"1,311",FALSE,travel permit number 76274,declaration number 76276,travel permit 76273,1441.899563,budget 635,-37.99105693,st_step 76277_0,EMPLOYEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 76273,Permit FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,13:33.0,Variant 4,4,organizational unit 65458,UNKNOWN,UNKNOWN,declaration 76275,UNKNOWN,1277.083991,"1,311",FALSE,travel permit number 76274,declaration number 76276,travel permit 76273,1441.899563,budget 635,-37.99105693,st_step 76278_0,SUPERVISOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 76273,Start trip,STAFF MEMBER,00:00.0,Variant 4,4,organizational unit 65458,UNKNOWN,UNKNOWN,declaration 76275,UNKNOWN,1277.083991,"1,311",FALSE,travel permit number 76274,declaration number 76276,travel permit 76273,1441.899563,budget 635,-37.99105693,rv_travel permit 76273_6,EMPLOYEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 76273,End trip,STAFF MEMBER,00:00.0,Variant 4,4,organizational unit 65458,UNKNOWN,UNKNOWN,declaration 76275,UNKNOWN,1277.083991,"1,311",FALSE,travel permit number 76274,declaration number 76276,travel permit 76273,1441.899563,budget 635,-37.99105693,rv_travel permit 76273_7,EMPLOYEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 76273,Declaration SUBMITTED by EMPLOYEE,STAFF MEMBER,01:52.0,Variant 4,4,organizational unit 65458,UNKNOWN,UNKNOWN,declaration 76275,UNKNOWN,1277.083991,"1,311",FALSE,travel permit number 76274,declaration number 76276,travel permit 76273,1441.899563,budget 635,-37.99105693,st_step 76280_0,EMPLOYEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 76273,Declaration FINAL_APPROVED by SUPERVISOR,STAFF MEMBER,02:10.0,Variant 4,4,organizational unit 65458,UNKNOWN,UNKNOWN,declaration 76275,UNKNOWN,1277.083991,"1,311",FALSE,travel permit number 76274,declaration number 76276,travel permit 76273,1441.899563,budget 635,-37.99105693,st_step 76279_0,SUPERVISOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel permit 76273,Request Payment,SYSTEM,22:04.0,Variant 4,4,organizational unit 65458,UNKNOWN,UNKNOWN,declaration 76275,UNKNOWN,1277.083991,"1,311",FALSE,travel permit number 76274,declaration number 76276,travel permit 76273,1441.899563,budget 635,-37.99105693,fd_declaration 76275_17,UNDEFINED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
